work_order_id,tenant_id,property_id,unit_number,trade,urgency,status,description,created_at,resolved_at,resolution_hours,assigned_vendor,predicted_trade,predicted_urgency,ai_confidence,trade_match,urgency_match
WO01853,T0010,P021,6,plumbing,low,resolved,"Hot water heater making popping sounds, no hot water",2024-09-14 20:00,2024-10-02 04:42,416.7,V003,plumbing,high,0.95,true,false
WO01854,T0066,P048,1,HVAC,low,in-progress,"AC unit making grinding noise, unit is 85 degrees",2024-11-11 10:00,,,V020,HVAC,high,0.94,true,false
WO01855,T0067,P038,118,HVAC,medium,open,"Thermostat unresponsive, screen is blank",2024-08-11 17:00,,,,HVAC,medium,0.88,true,true
WO01856,T0015,P022,101,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-07-09 08:00,2024-07-26 22:44,422.7,V017,plumbing,high,0.96,true,false
WO01857,T0274,P007,10,electrical,high,resolved,"Power went out in half the unit, breaker won't reset",2024-09-25 17:00,2024-09-27 05:33,36.6,V007,electrical,emergency,0.98,true,false
WO01858,T0265,P022,139,general,low,open,"Hole in drywall in hallway, about the size of a fist",2024-08-21 10:00,,,,general,low,0.9,true,true
WO01859,T0376,P020,28,electrical,medium,resolved,Flickering lights throughout the apartment,2024-11-18 09:00,2024-11-22 21:23,108.4,V007,electrical,high,0.95,true,false
WO01860,T0257,P029,84,general,high,resolved,"Intercom/doorbell not working, can't hear buzzer",2025-01-13 13:00,2025-01-16 22:05,81.1,V016,electrical,low,0.85,false,false
WO01861,T0136,P005,105,general,medium,in-progress,"Front door lock sticking, key requires extreme force",2025-03-26 12:00,,,V016,general,medium,0.95,true,true
WO01862,T0224,P004,1,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2024-10-20 17:00,2024-10-27 17:14,168.2,V021,general,low,0.98,true,false
WO01863,T0091,P007,43,general,low,resolved,"Window seal broken, condensation between panes",2024-11-19 18:00,2024-11-29 05:39,227.7,V022,general,low,0.9,true,true
WO01864,T0492,P029,38,general,medium,in-progress,"Window seal broken, condensation between panes",2024-10-15 14:00,,,V022,general,low,0.9,true,false
WO01865,T0492,P029,38,HVAC,medium,in-progress,Loud banging noise every time heat kicks on,2024-07-02 16:00,,,V018,HVAC,medium,0.92,true,true
WO01866,T0214,P022,122,electrical,high,resolved,Ceiling fan making humming noise and spinning slowly,2024-09-21 10:00,2024-09-23 15:06,53.1,V008,electrical,low,0.85,true,false
WO01867,T0082,P014,72,electrical,low,resolved,Flickering lights throughout the apartment,2024-12-19 13:00,2025-01-05 14:48,409.8,V007,electrical,high,0.95,true,false
WO01868,T0174,P035,12,HVAC,medium,resolved,"Thermostat unresponsive, screen is blank",2024-08-05 19:00,2024-08-13 05:28,178.5,V020,HVAC,medium,0.9,true,true
WO01869,T0283,P022,20,electrical,medium,in-progress,"Power went out in half the unit, breaker won't reset",2025-05-29 19:00,,,V030,electrical,emergency,0.98,true,false
WO01870,T0253,P013,34,HVAC,high,in-progress,"Heater blowing cold air, thermostat set to 72",2024-08-20 17:00,,,V018,HVAC,high,0.95,true,true
WO01871,T0443,P007,147,general,low,resolved,"Carpet edge pulling up near entryway, tripping hazard",2024-09-23 12:00,2024-10-04 07:12,259.2,V021,general,medium,0.9,true,false
WO01872,T0211,P002,99,electrical,medium,resolved,Light fixture in bathroom buzzing loudly,2024-06-14 13:00,2024-06-23 00:50,203.8,V030,electrical,low,0.88,true,false
WO01873,T0375,P012,61,HVAC,high,resolved,AC not cooling below 78 even on max setting,2025-04-12 16:00,2025-04-15 22:08,78.1,V020,HVAC,medium,0.92,true,false
WO01874,T0404,P029,3,plumbing,medium,resolved,"Hot water heater making popping sounds, no hot water",2025-05-11 15:00,2025-05-15 04:59,86.0,V023,plumbing,emergency,0.96,true,false
WO01875,T0460,P028,56,HVAC,medium,open,AC not cooling below 78 even on max setting,2024-06-12 14:00,,,,HVAC,medium,0.92,true,true
WO01876,T0413,P009,49,HVAC,medium,resolved,AC unit leaking water onto the floor,2025-05-20 09:00,2025-05-28 19:12,202.2,V006,HVAC,high,0.94,true,false
WO01877,T0483,P005,26,plumbing,high,resolved,"Bathtub faucet handle broken off, can't turn water off",2025-03-11 18:00,2025-03-12 19:22,25.4,V003,plumbing,emergency,0.99,true,false
WO01878,T0198,P027,8,electrical,medium,open,Circuit breaker keeps tripping for bedroom circuit,2024-10-25 13:00,,,,electrical,high,0.95,true,false
WO01879,T0402,P032,56,HVAC,medium,in-progress,AC unit leaking water onto the floor,2024-12-21 09:00,,,V013,HVAC,high,0.94,true,false
WO01880,T0329,P031,133,electrical,low,resolved,"Two light switches not working, bulbs already replaced",2024-12-16 20:00,2025-01-02 16:03,404.1,V008,electrical,medium,0.9,true,false
WO01881,T0385,P007,155,general,high,resolved,"Intercom/doorbell not working, can't hear buzzer",2024-07-26 14:00,2024-07-27 23:59,34.0,V021,electrical,low,0.95,false,false
WO01882,T0006,P038,148,HVAC,medium,resolved,Loud banging noise every time heat kicks on,2025-05-07 08:00,2025-05-17 06:54,238.9,V006,HVAC,medium,0.9,true,true
WO01883,T0093,P029,53,general,medium,resolved,"Bedroom closet door won't close, keeps swinging open",2025-03-18 14:00,2025-03-22 04:51,86.9,V022,general,low,0.98,true,false
WO01884,T0232,P050,41,plumbing,medium,resolved,"Hot water heater making popping sounds, no hot water",2024-09-20 12:00,2024-09-25 01:04,109.1,V001,plumbing,high,0.95,true,false
WO01885,T0017,P029,131,plumbing,low,open,Garbage disposal jammed and won't turn on,2025-03-20 07:00,,,,plumbing,medium,0.85,true,false
WO01886,T0059,P025,36,general,low,in-progress,"Intercom/doorbell not working, can't hear buzzer",2024-10-18 18:00,,,V005,electrical,low,0.95,false,true
WO01887,T0390,P021,48,plumbing,high,in-progress,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-09-19 14:00,,,V023,plumbing,high,0.95,true,true
WO01888,T0427,P018,63,general,medium,in-progress,"Bedroom closet door won't close, keeps swinging open",2025-03-01 19:00,,,V005,general,low,0.98,true,false
WO01889,T0145,P012,126,plumbing,low,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-07-16 18:00,2024-07-24 14:51,188.9,V001,plumbing,high,0.95,true,false
WO01890,T0443,P007,147,general,medium,in-progress,"Window seal broken, condensation between panes",2024-10-07 15:00,,,V005,general,low,0.9,true,false
WO01891,T0054,P037,127,general,emergency,in-progress,"Intercom/doorbell not working, can't hear buzzer",2025-05-06 17:00,,,V005,electrical,low,0.95,false,false
WO01892,T0396,P032,64,plumbing,emergency,in-progress,"Shower drain completely clogged, water backing up",2024-06-20 09:00,,,V028,plumbing,high,0.95,true,false
WO01893,T0288,P025,61,general,low,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2025-03-06 07:00,2025-03-23 18:19,419.3,V005,general,low,0.95,true,true
WO01894,T0449,P028,63,plumbing,high,open,"Hot water heater making popping sounds, no hot water",2024-10-11 15:00,,,,plumbing,high,0.95,true,true
WO01895,T0459,P049,38,electrical,medium,in-progress,"Two light switches not working, bulbs already replaced",2024-07-01 10:00,,,V008,electrical,medium,0.9,true,true
WO01896,T0102,P014,145,plumbing,medium,resolved,Water stain appearing on ceiling — possible leak from unit above,2025-05-10 08:00,2025-05-16 17:35,153.6,V028,plumbing,high,0.9,true,false
WO01897,T0052,P018,81,HVAC,low,resolved,"Heater blowing cold air, thermostat set to 72",2024-11-13 19:00,2024-11-27 12:27,329.5,V006,HVAC,high,0.95,true,false
WO01898,T0405,P007,107,general,high,resolved,"Window seal broken, condensation between panes",2025-03-26 17:00,2025-03-28 15:16,46.3,V005,general,low,0.9,true,false
WO01899,T0070,P029,31,electrical,low,resolved,Outlet in kitchen sparks when plugging in appliances,2024-08-22 15:00,2024-09-06 09:41,354.7,V002,electrical,emergency,0.98,true,false
WO01900,T0149,P016,118,plumbing,high,resolved,"Bathtub faucet handle broken off, can't turn water off",2025-04-20 11:00,2025-04-22 09:49,46.8,V023,plumbing,emergency,0.95,true,false
WO01901,T0479,P009,56,plumbing,low,resolved,Low water pressure throughout entire unit,2025-01-30 20:00,2025-02-13 23:23,339.4,V023,plumbing,medium,0.95,true,false
WO01902,T0195,P028,57,electrical,low,in-progress,Circuit breaker keeps tripping for bedroom circuit,2024-10-01 15:00,,,V002,electrical,high,0.98,true,false
WO01903,T0020,P022,66,general,medium,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-08-02 19:00,2024-08-09 20:02,169.0,V021,general,low,0.95,true,false
WO01904,T0087,P012,13,HVAC,medium,open,"Furnace won't ignite, no heat in unit",2024-06-25 08:00,,,,HVAC,high,0.99,true,false
WO01905,T0364,P037,143,HVAC,high,in-progress,Strange burning smell coming from air vents,2024-06-27 13:00,,,V020,HVAC,emergency,0.98,true,false
WO01906,T0340,P014,97,general,low,in-progress,"Window seal broken, condensation between panes",2024-12-26 15:00,,,V021,general,low,0.9,true,true
WO01907,T0417,P004,9,electrical,medium,resolved,"Two light switches not working, bulbs already replaced",2025-05-02 14:00,2025-05-10 18:15,196.3,V002,electrical,medium,0.95,true,true
WO01908,T0002,P021,42,HVAC,medium,in-progress,"Heater blowing cold air, thermostat set to 72",2025-05-29 14:00,,,V020,HVAC,high,0.95,true,false
WO01909,T0278,P037,96,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2025-01-05 13:00,2025-01-12 18:33,173.6,V007,electrical,low,0.85,true,false
WO01910,T0030,P001,6,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2025-01-08 14:00,2025-01-14 00:26,130.4,V023,plumbing,medium,0.9,true,true
WO01911,T0107,P029,8,electrical,medium,resolved,"Two light switches not working, bulbs already replaced",2024-09-03 14:00,2024-09-11 01:12,179.2,V002,electrical,medium,0.95,true,true
WO01912,T0234,P005,90,HVAC,medium,open,Strange burning smell coming from air vents,2024-12-25 12:00,,,,HVAC,emergency,0.98,true,false
WO01913,T0014,P050,15,electrical,medium,open,Outlet in kitchen sparks when plugging in appliances,2025-05-06 07:00,,,,electrical,emergency,0.99,true,false
WO01914,T0043,P021,80,electrical,low,resolved,Flickering lights throughout the apartment,2024-07-27 20:00,2024-08-06 22:45,242.8,V030,electrical,high,0.95,true,false
WO01915,T0261,P032,82,general,low,in-progress,"Carpet edge pulling up near entryway, tripping hazard",2025-01-14 19:00,,,V005,general,medium,0.9,true,false
WO01916,T0449,P028,63,plumbing,emergency,resolved,Low water pressure throughout entire unit,2024-12-27 15:00,2024-12-28 06:20,15.3,V017,plumbing,medium,0.95,true,false
WO01917,T0498,P037,93,plumbing,medium,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-01-28 13:00,2025-02-01 17:18,100.3,V028,plumbing,high,0.92,true,false
WO01918,T0369,P005,31,plumbing,high,resolved,"Shower drain completely clogged, water backing up",2024-08-11 10:00,2024-08-12 20:17,34.3,V003,plumbing,high,0.95,true,true
WO01919,T0093,P029,53,HVAC,medium,in-progress,Loud banging noise every time heat kicks on,2024-10-21 14:00,,,V013,HVAC,medium,0.85,true,true
WO01920,T0444,P048,19,HVAC,medium,resolved,Vents blowing hot air when AC is set to cool,2025-03-30 16:00,2025-04-04 17:55,121.9,V006,HVAC,high,0.95,true,false
WO01921,T0140,P006,12,plumbing,emergency,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2025-01-18 16:00,2025-01-19 11:44,19.7,V003,plumbing,high,0.95,true,false
WO01922,T0191,P022,59,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2025-05-08 07:00,2025-05-17 01:46,210.8,V017,plumbing,medium,0.85,true,true
WO01923,T0100,P012,12,electrical,low,resolved,"Two light switches not working, bulbs already replaced",2024-08-24 19:00,2024-09-09 19:05,384.1,V007,electrical,medium,0.95,true,false
WO01924,T0473,P029,120,plumbing,low,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2025-04-24 18:00,2025-05-14 20:29,482.5,V017,plumbing,medium,0.9,true,false
WO01925,T0490,P040,115,general,medium,open,Garage door opener stopped responding to remote,2025-02-24 10:00,,,,general,medium,0.8,true,true
WO01926,T0015,P022,101,HVAC,low,open,"Heater blowing cold air, thermostat set to 72",2024-06-13 11:00,,,,HVAC,high,0.95,true,false
WO01927,T0053,P038,86,electrical,low,resolved,Ceiling fan making humming noise and spinning slowly,2024-10-03 11:00,2024-10-11 12:56,193.9,V008,electrical,low,0.8,true,true
WO01928,T0447,P009,20,HVAC,low,resolved,"Heater blowing cold air, thermostat set to 72",2025-05-02 11:00,2025-05-13 11:44,264.7,V020,HVAC,high,0.95,true,false
WO01929,T0210,P024,28,general,high,resolved,"Patio door off track, won't slide properly",2025-03-09 07:00,2025-03-10 19:37,36.6,V016,general,medium,0.9,true,false
WO01930,T0012,P043,19,general,high,in-progress,"Carpet edge pulling up near entryway, tripping hazard",2025-04-25 18:00,,,V005,general,high,0.95,true,true
WO01931,T0345,P022,113,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2025-05-08 09:00,2025-05-12 01:21,88.4,V020,HVAC,high,0.95,true,false
WO01932,T0372,P014,114,general,high,resolved,"Hole in drywall in hallway, about the size of a fist",2024-12-24 16:00,2024-12-27 09:27,65.5,V021,general,low,0.95,true,false
WO01933,T0417,P004,9,electrical,medium,resolved,"Exterior outlet has no power, GFCI keeps tripping",2024-12-08 16:00,2024-12-15 16:07,168.1,V002,electrical,high,0.95,true,false
WO01934,T0279,P026,2,electrical,high,resolved,Outlet in kitchen sparks when plugging in appliances,2025-01-01 16:00,2025-01-05 13:27,93.5,V002,electrical,emergency,0.98,true,false
WO01935,T0354,P014,4,electrical,medium,in-progress,Light fixture in bathroom buzzing loudly,2025-03-06 13:00,,,V002,electrical,medium,0.85,true,true
WO01936,T0194,P003,16,plumbing,medium,resolved,Low water pressure throughout entire unit,2025-01-22 10:00,2025-01-27 01:13,111.2,V017,plumbing,high,0.9,true,false
WO01937,T0191,P022,59,general,low,open,Mold spots appearing on bathroom ceiling near vent,2024-08-13 14:00,,,,general,high,0.9,true,false
WO01938,T0213,P012,113,plumbing,low,resolved,"Dishwasher not draining, standing water at the bottom",2024-07-06 11:00,2024-07-21 16:28,365.5,V028,plumbing,medium,0.9,true,false
WO01939,T0030,P001,6,HVAC,medium,resolved,Loud banging noise every time heat kicks on,2024-10-22 10:00,2024-10-28 18:27,152.5,V018,HVAC,medium,0.85,true,true
WO01940,T0316,P038,42,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-10-16 11:00,2024-10-22 16:15,149.3,V018,HVAC,emergency,0.98,true,false
WO01941,T0441,P032,70,HVAC,medium,resolved,"AC unit making grinding noise, unit is 85 degrees",2025-02-28 11:00,2025-03-08 04:27,185.5,V011,HVAC,high,0.95,true,false
WO01942,T0381,P016,28,HVAC,low,in-progress,"Furnace won't ignite, no heat in unit",2025-02-18 07:00,,,V006,HVAC,emergency,0.98,true,false
WO01943,T0141,P014,83,plumbing,medium,open,"Toilet won't stop running, sounds like it's constantly refilling",2024-11-17 12:00,,,,plumbing,medium,0.95,true,true
WO01944,T0127,P009,65,general,medium,in-progress,Mold spots appearing on bathroom ceiling near vent,2024-11-09 14:00,,,V021,general,high,0.85,true,false
WO01945,T0434,P016,25,plumbing,medium,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-12-11 07:00,2024-12-15 10:14,99.2,V003,plumbing,high,0.92,true,false
WO01946,T0189,P032,133,general,emergency,resolved,"Hole in drywall in hallway, about the size of a fist",2024-09-22 17:00,2024-09-22 22:31,5.5,V021,general,low,0.95,true,false
WO01947,T0346,P028,25,electrical,medium,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-11-12 17:00,2024-11-19 11:21,162.4,V007,electrical,high,0.95,true,false
WO01948,T0269,P032,16,general,high,in-progress,"Patio door off track, won't slide properly",2025-04-06 13:00,,,V022,general,low,0.9,true,false
WO01949,T0095,P040,24,plumbing,medium,open,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-08-20 16:00,,,,plumbing,high,0.98,true,false
WO01950,T0072,P014,33,HVAC,emergency,open,AC unit leaking water onto the floor,2025-03-05 19:00,,,,HVAC,medium,0.92,true,false
WO01951,T0091,P007,43,plumbing,medium,in-progress,"Shower drain completely clogged, water backing up",2024-12-25 13:00,,,V028,plumbing,high,0.95,true,false
WO01952,T0108,P022,49,general,low,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-09-22 09:00,2024-10-10 20:19,443.3,V005,general,low,0.95,true,true
WO01953,T0498,P037,93,HVAC,high,in-progress,"HVAC filter clogged, air quality seems poor",2025-02-12 07:00,,,V013,HVAC,low,0.9,true,false
WO01954,T0273,P005,14,electrical,emergency,in-progress,Smoke detector chirping every 30 seconds,2024-07-19 17:00,,,V002,electrical,medium,0.95,true,false
WO01955,T0055,P021,33,HVAC,medium,in-progress,Vents blowing hot air when AC is set to cool,2024-09-24 14:00,,,V020,HVAC,high,0.95,true,false
WO01956,T0250,P005,36,plumbing,medium,open,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-09-03 18:00,,,,plumbing,high,0.95,true,false
WO01957,T0298,P031,119,electrical,medium,resolved,"Two light switches not working, bulbs already replaced",2024-11-22 13:00,2024-11-30 13:12,192.2,V008,electrical,medium,0.95,true,true
WO01958,T0359,P002,93,general,emergency,resolved,Mold spots appearing on bathroom ceiling near vent,2025-04-04 11:00,2025-04-04 13:27,2.5,V022,general,high,0.85,true,false
WO01959,T0297,P007,153,HVAC,high,in-progress,Strange burning smell coming from air vents,2024-09-20 09:00,,,V011,HVAC,emergency,0.98,true,false
WO01960,T0043,P021,80,general,medium,resolved,"Carpet edge pulling up near entryway, tripping hazard",2024-07-09 11:00,2024-07-14 18:41,127.7,V021,general,medium,0.95,true,true
WO01961,T0226,P049,4,electrical,low,resolved,Circuit breaker keeps tripping for bedroom circuit,2025-04-11 11:00,2025-05-01 16:30,485.5,V008,electrical,high,0.95,true,false
